id_pedido,fecha_hora,zona_destino,distancia_km,valor_pedido,clima,dia_semana,prioridad
4463,2024-04-17 01:16:37,Parque Centenario,1.47,8300,normal,miercoles,normal
4464,2024-04-17 01:20:05,Chacarita,1.19,13300,normal,miercoles,normal
4465,2024-04-17 01:23:48,Almagro,0.89,7000,normal,miercoles,normal
4466,2024-04-17 01:45:26,Villa Ortuzar,1.29,12700,normal,miercoles,normal
4467,2024-04-17 01:46:04,Palermo,2.14,19000,normal,miercoles,normal
4468,2024-04-17 01:57:36,Almagro,0.86,12700,normal,miercoles,normal
4469,2024-04-17 09:36:26,Villa Ortuzar,1.33,18800,normal,miercoles,normal
4470,2024-04-17 10:39:00,Colegiales,1.77,12800,normal,miercoles,normal
4471,2024-04-17 11:12:22,Caballito,2.29,9700,normal,miercoles,normal
4472,2024-04-17 11:36:33,Caballito,2.78,16700,normal,miercoles,express
4473,2024-04-17 11:46:25,Once,1.21,16300,normal,miercoles,normal
4474,2024-04-17 11:57:29,Villa Crespo,0.3,17900,normal,miercoles,normal
4475,2024-04-17 12:15:20,Villa Crespo,0.51,13600,normal,miercoles,normal
4476,2024-04-17 12:17:49,Chacarita,1.42,10300,normal,miercoles,normal
4477,2024-04-17 12:24:54,Almagro,0.73,11100,normal,miercoles,normal
4478,2024-04-17 12:30:12,Almagro,0.68,18300,normal,miercoles,express
4479,2024-04-17 12:41:25,Villa Crespo,0.9,21900,normal,miercoles,normal
4480,2024-04-17 12:51:06,Chacarita,0.8,20900,normal,miercoles,normal
4481,2024-04-17 13:00:58,Once,1.44,16200,normal,miercoles,normal
4482,2024-04-17 13:01:10,Villa Ortuzar,1.34,7000,normal,miercoles,normal
4483,2024-04-17 13:33:14,Colegiales,1.97,12400,normal,miercoles,normal
4484,2024-04-17 14:00:43,Palermo,2.4,10400,normal,miercoles,normal
4485,2024-04-17 14:11:23,Palermo,2.63,14000,normal,miercoles,normal
4486,2024-04-17 14:15:42,Parque Centenario,1.57,12100,normal,miercoles,normal
4487,2024-04-17 14:25:31,Chacarita,1.01,7500,normal,miercoles,normal
4488,2024-04-17 15:39:56,Villa Crespo,0.79,16500,normal,miercoles,normal
4489,2024-04-17 15:58:30,Paternal,1.05,19500,normal,miercoles,normal
4490,2024-04-17 16:03:51,Palermo,2.05,15200,normal,miercoles,normal
4491,2024-04-17 16:04:30,Almagro,0.68,8800,normal,miercoles,normal
4492,2024-04-17 16:16:25,Once,1.59,12600,normal,miercoles,normal
4493,2024-04-17 16:39:20,Almagro,0.77,11300,normal,miercoles,normal
4494,2024-04-17 16:41:19,Caballito,1.59,10400,normal,miercoles,normal
4495,2024-04-17 17:03:54,Colegiales,1.68,22000,normal,miercoles,normal
4496,2024-04-17 17:35:32,Palermo,2.44,16300,normal,miercoles,express
4497,2024-04-17 17:45:00,Chacarita,1.09,9900,normal,miercoles,normal
4498,2024-04-17 18:37:49,Villa Crespo,0.34,14200,normal,miercoles,express
4499,2024-04-17 19:07:54,Paternal,1.72,10800,normal,miercoles,normal
4500,2024-04-17 19:14:25,Caballito,1.79,12300,normal,miercoles,express
4501,2024-04-17 19:21:16,Villa Crespo,0.62,14100,normal,miercoles,normal
4502,2024-04-17 19:21:31,Colegiales,2.6,16000,normal,miercoles,normal
4503,2024-04-17 19:33:52,Almagro,0.81,9300,normal,miercoles,normal
4504,2024-04-17 19:40:15,Parque Centenario,1.16,12300,normal,miercoles,normal
4505,2024-04-17 19:41:16,Colegiales,2.22,18900,normal,miercoles,normal
4506,2024-04-17 19:43:46,Chacarita,0.74,13800,normal,miercoles,normal
4507,2024-04-17 19:47:28,Almagro,0.62,9900,normal,miercoles,normal
4508,2024-04-17 19:47:53,Paternal,1.47,16600,normal,miercoles,normal
4509,2024-04-17 20:10:13,Palermo,2.84,7000,normal,miercoles,normal
4510,2024-04-17 20:18:49,Chacarita,1.06,16900,normal,miercoles,normal
4511,2024-04-17 20:32:56,Palermo,2.43,18700,normal,miercoles,express
4512,2024-04-17 20:33:02,Villa Crespo,0.41,10900,normal,miercoles,normal
4513,2024-04-17 20:33:42,Parque Centenario,1.35,15500,normal,miercoles,normal
4514,2024-04-17 21:02:56,Parque Centenario,1.4,12900,normal,miercoles,normal
4515,2024-04-17 21:15:34,Villa Crespo,0.63,11800,normal,miercoles,express
4516,2024-04-17 21:19:09,Villa Ortuzar,1.1,12400,normal,miercoles,normal
4517,2024-04-17 21:34:32,Parque Centenario,1.64,31200,normal,miercoles,normal
4518,2024-04-17 21:56:42,Almagro,1.02,11500,normal,miercoles,normal
4519,2024-04-17 22:09:37,Palermo,2.04,10400,normal,miercoles,express
4520,2024-04-17 22:11:13,Parque Centenario,1.71,17300,normal,miercoles,express
4521,2024-04-17 22:19:20,Caballito,2.54,7000,normal,miercoles,express
4522,2024-04-17 22:22:44,Chacarita,0.89,23300,normal,miercoles,normal
4523,2024-04-17 22:23:27,Caballito,2.14,7000,normal,miercoles,normal
4524,2024-04-17 22:28:21,Villa Crespo,0.7,9700,normal,miercoles,normal
4525,2024-04-17 22:29:23,Caballito,2.19,19500,normal,miercoles,normal
4526,2024-04-17 22:43:31,Almagro,0.62,10200,normal,miercoles,express
4527,2024-04-17 23:08:34,Parque Centenario,1.45,18900,normal,miercoles,normal
4528,2024-04-17 23:14:10,Villa Crespo,0.78,11400,normal,miercoles,normal
4529,2024-04-17 23:17:19,Parque Centenario,1.52,16700,normal,miercoles,normal
4530,2024-04-17 23:34:14,Caballito,2.18,21100,normal,miercoles,normal
4531,2024-04-17 23:55:55,Villa Crespo,0.83,8300,normal,miercoles,normal
4532,2024-04-18 00:11:01,Palermo,1.94,10000,normal,jueves,normal
4533,2024-04-18 00:22:08,Paternal,1.08,13100,normal,jueves,normal
4534,2024-04-18 00:22:14,Villa Crespo,0.62,12500,normal,jueves,normal
4535,2024-04-18 00:24:06,Palermo,2.31,8300,normal,jueves,normal
4536,2024-04-18 00:26:59,Caballito,2.07,8900,normal,jueves,normal
4537,2024-04-18 00:28:10,Parque Centenario,0.9,12400,normal,jueves,normal
4538,2024-04-18 00:40:48,Palermo,2.33,11900,normal,jueves,normal
4539,2024-04-18 01:10:56,Paternal,0.95,15700,normal,jueves,normal
4540,2024-04-18 01:24:06,Parque Centenario,1.47,18400,normal,jueves,normal
4541,2024-04-18 01:27:49,Palermo,2.62,15800,normal,jueves,express
4542,2024-04-18 01:41:14,Parque Centenario,1.67,15400,normal,jueves,normal
4543,2024-04-18 01:59:25,Almagro,0.72,19900,normal,jueves,normal
4544,2024-04-18 07:17:31,Almagro,0.59,15600,normal,jueves,normal
4545,2024-04-18 09:13:51,Villa Ortuzar,1.49,20500,normal,jueves,normal
4546,2024-04-18 09:29:15,Villa Crespo,0.51,7400,normal,jueves,normal
4547,2024-04-18 10:10:26,Villa Crespo,0.3,15900,normal,jueves,normal
4548,2024-04-18 10:15:17,Palermo,2.1,22500,normal,jueves,normal
4549,2024-04-18 10:19:36,Palermo,2.39,15300,normal,jueves,express
4550,2024-04-18 11:38:52,Colegiales,1.99,7500,normal,jueves,normal
4551,2024-04-18 12:05:49,Colegiales,1.66,18100,normal,jueves,normal
4552,2024-04-18 12:11:22,Colegiales,1.61,19700,normal,jueves,normal
4553,2024-04-18 12:24:47,Villa Crespo,0.4,20400,normal,jueves,normal
4554,2024-04-18 12:34:39,Colegiales,2.08,20200,normal,jueves,express
4555,2024-04-18 12:49:48,Once,1.14,8700,normal,jueves,normal
4556,2024-04-18 12:57:32,Villa Ortuzar,2.14,17200,normal,jueves,normal
4557,2024-04-18 13:18:15,Villa Crespo,0.65,7800,normal,jueves,normal
4558,2024-04-18 13:23:06,Villa Crespo,0.79,10200,normal,jueves,normal
4559,2024-04-18 13:25:22,Almagro,0.44,10600,normal,jueves,normal
4560,2024-04-18 13:55:52,Caballito,2.46,21000,normal,jueves,express
4561,2024-04-18 13:57:11,Caballito,1.92,9000,normal,jueves,normal
4562,2024-04-18 13:59:39,Villa Crespo,0.6,10100,normal,jueves,normal
4563,2024-04-18 14:00:29,Villa Crespo,1.0,18200,normal,jueves,normal
4564,2024-04-18 14:10:13,Chacarita,1.55,15100,normal,jueves,normal
4565,2024-04-18 14:11:56,Paternal,1.32,17500,normal,jueves,express
4566,2024-04-18 14:15:55,Chacarita,1.35,20500,normal,jueves,normal
4567,2024-04-18 15:35:54,Chacarita,0.99,15400,normal,jueves,normal
4568,2024-04-18 16:12:31,Caballito,2.57,19800,normal,jueves,normal
4569,2024-04-18 17:05:26,Caballito,2.08,18300,normal,jueves,normal
4570,2024-04-18 18:17:38,Chacarita,1.24,14700,normal,jueves,normal
4571,2024-04-18 18:30:32,Colegiales,1.92,17100,normal,jueves,normal
4572,2024-04-18 18:55:09,Caballito,1.93,17000,normal,jueves,express
4573,2024-04-18 19:12:37,Parque Centenario,1.53,11800,normal,jueves,normal
4574,2024-04-18 19:13:02,Chacarita,0.84,13600,normal,jueves,normal
4575,2024-04-18 19:15:09,Caballito,2.42,13500,normal,jueves,normal
4576,2024-04-18 19:16:26,Colegiales,2.11,9400,normal,jueves,normal
4577,2024-04-18 19:20:53,Villa Crespo,0.71,14000,normal,jueves,normal
4578,2024-04-18 19:54:10,Villa Ortuzar,1.99,13800,normal,jueves,normal
4579,2024-04-18 19:58:29,Almagro,0.53,8300,normal,jueves,express
4580,2024-04-18 20:06:34,Once,1.1,7000,normal,jueves,normal
4581,2024-04-18 20:17:26,Once,1.55,9000,normal,jueves,normal
4582,2024-04-18 20:24:28,Chacarita,1.07,8700,normal,jueves,normal
4583,2024-04-18 20:28:19,Parque Centenario,2.46,15800,normal,jueves,normal
4584,2024-04-18 20:32:12,Once,1.65,8400,normal,jueves,normal
4585,2024-04-18 20:34:19,Chacarita,0.96,13900,normal,jueves,normal
4586,2024-04-18 20:41:42,Caballito,1.86,7700,normal,jueves,normal
4587,2024-04-18 20:44:53,Almagro,0.8,7000,normal,jueves,express
4588,2024-04-18 21:07:59,Villa Crespo,0.32,22000,normal,jueves,normal
4589,2024-04-18 21:14:05,Almagro,0.51,12800,normal,jueves,normal
4590,2024-04-18 21:16:13,Villa Ortuzar,1.64,12200,normal,jueves,normal
4591,2024-04-18 21:16:18,Almagro,0.73,7000,normal,jueves,normal
4592,2024-04-18 21:24:21,Caballito,2.6,10000,normal,jueves,normal
4593,2024-04-18 21:26:22,Villa Crespo,0.31,15800,normal,jueves,normal
4594,2024-04-18 21:27:07,Villa Ortuzar,1.72,19900,normal,jueves,normal
4595,2024-04-18 21:40:45,Colegiales,2.05,9300,normal,jueves,normal
4596,2024-04-18 21:46:23,Villa Crespo,0.51,22600,normal,jueves,normal
4597,2024-04-18 22:12:11,Paternal,1.25,12600,normal,jueves,express
4598,2024-04-18 22:15:54,Caballito,2.25,13900,normal,jueves,normal
4599,2024-04-18 22:23:14,Parque Centenario,1.55,14100,normal,jueves,express
4600,2024-04-18 22:24:30,Colegiales,2.06,14900,normal,jueves,normal
4601,2024-04-18 22:24:47,Caballito,2.42,27900,normal,jueves,normal
4602,2024-04-18 22:33:40,Almagro,0.3,16600,normal,jueves,normal
4603,2024-04-18 22:41:45,Villa Crespo,0.32,18000,normal,jueves,normal
4604,2024-04-18 22:42:34,Villa Crespo,0.65,15100,normal,jueves,normal
4605,2024-04-18 22:46:27,Palermo,2.2,19800,normal,jueves,normal
4606,2024-04-18 22:54:58,Villa Crespo,0.38,13000,normal,jueves,normal
4607,2024-04-18 22:59:08,Almagro,0.67,15900,normal,jueves,normal
4608,2024-04-18 23:00:18,Palermo,2.34,14900,normal,jueves,normal
4609,2024-04-18 23:01:49,Villa Ortuzar,1.34,21400,normal,jueves,normal
4610,2024-04-18 23:04:20,Palermo,2.4,14000,normal,jueves,express
4611,2024-04-18 23:06:17,Villa Crespo,0.57,20200,normal,jueves,normal
4612,2024-04-18 23:35:06,Villa Crespo,0.6,14200,normal,jueves,normal
4613,2024-04-19 00:01:47,Palermo,1.97,20700,normal,viernes,normal
4614,2024-04-19 00:01:54,Villa Crespo,0.3,15800,normal,viernes,express
4615,2024-04-19 00:10:31,Almagro,0.88,12200,normal,viernes,normal
4616,2024-04-19 00:27:06,Paternal,0.76,22700,normal,viernes,normal
4617,2024-04-19 00:31:28,Once,0.98,15000,normal,viernes,normal
4618,2024-04-19 00:32:59,Paternal,1.58,15100,normal,viernes,normal
4619,2024-04-19 00:35:10,Villa Crespo,0.35,19200,normal,viernes,normal
4620,2024-04-19 00:38:36,Once,1.72,12000,normal,viernes,normal
4621,2024-04-19 00:39:14,Almagro,0.77,25300,normal,viernes,normal
4622,2024-04-19 00:39:35,Once,1.98,11000,normal,viernes,normal
4623,2024-04-19 00:52:47,Villa Crespo,0.49,14600,normal,viernes,normal
4624,2024-04-19 00:56:58,Paternal,0.74,13900,normal,viernes,normal
4625,2024-04-19 00:58:53,Parque Centenario,1.47,10000,normal,viernes,normal
4626,2024-04-19 01:08:24,Almagro,0.59,20600,normal,viernes,normal
4627,2024-04-19 01:16:30,Almagro,0.71,16500,normal,viernes,normal
4628,2024-04-19 01:18:38,Villa Crespo,0.51,17100,normal,viernes,express
4629,2024-04-19 01:32:38,Caballito,1.78,12600,normal,viernes,normal
4630,2024-04-19 01:34:43,Chacarita,0.88,16100,normal,viernes,express
4631,2024-04-19 01:38:40,Villa Crespo,0.3,21100,normal,viernes,normal
4632,2024-04-19 01:46:53,Once,1.52,23500,normal,viernes,normal
4633,2024-04-19 01:50:19,Palermo,2.48,10000,normal,viernes,normal
4634,2024-04-19 01:56:48,Parque Centenario,1.93,14000,normal,viernes,express
4635,2024-04-19 09:22:44,Colegiales,1.65,17600,normal,viernes,express
4636,2024-04-19 09:29:30,Caballito,1.93,17900,normal,viernes,normal
4637,2024-04-19 11:16:26,Caballito,2.5,25500,normal,viernes,normal
4638,2024-04-19 11:20:18,Caballito,2.03,17500,normal,viernes,normal
4639,2024-04-19 11:37:24,Villa Crespo,0.41,7000,normal,viernes,normal
4640,2024-04-19 11:49:15,Villa Ortuzar,1.88,21400,normal,viernes,normal
4641,2024-04-19 12:13:24,Paternal,1.61,26200,normal,viernes,normal
4642,2024-04-19 12:14:48,Villa Crespo,0.79,17400,normal,viernes,normal
4643,2024-04-19 12:15:34,Almagro,0.68,8700,normal,viernes,normal
4644,2024-04-19 12:16:36,Once,1.06,13000,normal,viernes,normal
4645,2024-04-19 12:32:15,Villa Ortuzar,0.81,24800,normal,viernes,express
4646,2024-04-19 12:32:23,Villa Crespo,0.68,7000,normal,viernes,normal
4647,2024-04-19 12:35:25,Villa Crespo,0.3,21500,normal,viernes,normal
4648,2024-04-19 12:41:09,Parque Centenario,1.61,20800,normal,viernes,normal
4649,2024-04-19 12:43:40,Parque Centenario,1.5,20900,normal,viernes,normal
4650,2024-04-19 13:01:09,Once,1.36,11700,normal,viernes,normal
4651,2024-04-19 13:23:40,Villa Crespo,0.3,12500,normal,viernes,normal
4652,2024-04-19 13:25:32,Caballito,1.47,11100,normal,viernes,normal
4653,2024-04-19 13:29:50,Chacarita,0.78,19300,normal,viernes,normal
4654,2024-04-19 13:31:32,Paternal,0.76,10800,normal,viernes,normal
4655,2024-04-19 13:34:10,Chacarita,0.71,19100,normal,viernes,express
4656,2024-04-19 13:38:01,Almagro,0.69,22200,normal,viernes,normal
4657,2024-04-19 13:40:16,Colegiales,1.36,26100,normal,viernes,normal
4658,2024-04-19 13:58:45,Colegiales,1.33,17900,normal,viernes,normal
4659,2024-04-19 14:20:25,Palermo,2.66,12800,normal,viernes,normal
4660,2024-04-19 14:21:03,Villa Crespo,0.87,24000,normal,viernes,normal
4661,2024-04-19 14:22:33,Once,1.16,8500,normal,viernes,express
4662,2024-04-19 14:42:15,Colegiales,2.0,16200,normal,viernes,normal
4663,2024-04-19 15:27:06,Villa Ortuzar,1.63,12400,normal,viernes,express
4664,2024-04-19 16:13:24,Chacarita,1.29,23800,normal,viernes,normal
4665,2024-04-19 16:19:20,Almagro,0.88,16800,normal,viernes,normal
4666,2024-04-19 16:35:14,Villa Crespo,0.55,13600,normal,viernes,normal
4667,2024-04-19 17:22:18,Villa Crespo,0.38,9000,normal,viernes,normal
4668,2024-04-19 17:36:27,Palermo,2.11,21700,normal,viernes,normal
4669,2024-04-19 18:36:08,Colegiales,1.69,10300,normal,viernes,normal
4670,2024-04-19 19:03:39,Colegiales,1.65,21000,normal,viernes,normal
4671,2024-04-19 19:11:41,Caballito,1.99,20000,normal,viernes,normal
4672,2024-04-19 19:13:52,Colegiales,1.5,10000,normal,viernes,normal
4673,2024-04-19 19:14:27,Once,1.28,16200,normal,viernes,normal
4674,2024-04-19 19:18:09,Parque Centenario,1.47,15700,normal,viernes,normal
4675,2024-04-19 19:25:08,Villa Crespo,0.51,15300,normal,viernes,normal
4676,2024-04-19 19:27:00,Chacarita,0.91,15600,normal,viernes,normal
4677,2024-04-19 19:50:15,Colegiales,2.16,21900,normal,viernes,normal
4678,2024-04-19 19:53:48,Parque Centenario,1.7,12200,normal,viernes,normal
4679,2024-04-19 20:06:29,Parque Centenario,1.63,17500,normal,viernes,normal
4680,2024-04-19 20:18:55,Villa Crespo,0.79,22200,normal,viernes,normal
4681,2024-04-19 20:28:50,Chacarita,1.07,15800,normal,viernes,normal
4682,2024-04-19 20:33:03,Almagro,0.98,14500,normal,viernes,express
4683,2024-04-19 20:34:42,Parque Centenario,1.51,18500,normal,viernes,normal
4684,2024-04-19 20:35:30,Colegiales,2.05,16700,normal,viernes,normal
4685,2024-04-19 20:36:54,Villa Crespo,0.3,14400,normal,viernes,normal
4686,2024-04-19 20:37:43,Palermo,2.27,20600,normal,viernes,normal
4687,2024-04-19 20:39:25,Villa Ortuzar,2.05,18900,normal,viernes,normal
4688,2024-04-19 20:40:35,Palermo,1.66,17100,normal,viernes,normal
4689,2024-04-19 20:49:00,Palermo,2.26,21300,normal,viernes,normal
4690,2024-04-19 20:57:04,Caballito,1.96,13300,normal,viernes,normal
4691,2024-04-19 20:57:45,Palermo,2.73,12400,normal,viernes,normal
4692,2024-04-19 21:06:28,Palermo,2.19,12600,normal,viernes,normal
4693,2024-04-19 21:06:35,Parque Centenario,1.61,17200,normal,viernes,normal
4694,2024-04-19 21:12:44,Villa Crespo,0.56,22300,normal,viernes,normal
4695,2024-04-19 21:35:19,Paternal,1.51,18200,normal,viernes,normal
4696,2024-04-19 21:35:28,Almagro,0.39,22100,normal,viernes,normal
4697,2024-04-19 21:42:42,Almagro,0.3,20400,normal,viernes,normal
4698,2024-04-19 21:46:36,Villa Ortuzar,1.39,18000,normal,viernes,normal
4699,2024-04-19 21:47:22,Once,1.61,30600,normal,viernes,normal
4700,2024-04-19 21:48:31,Once,1.06,14000,normal,viernes,normal
4701,2024-04-19 21:51:48,Villa Crespo,0.59,17100,normal,viernes,normal
4702,2024-04-19 21:56:44,Parque Centenario,1.84,16800,normal,viernes,normal
4703,2024-04-19 22:21:18,Parque Centenario,1.5,11700,normal,viernes,normal
4704,2024-04-19 22:24:25,Palermo,2.6,7300,normal,viernes,normal
4705,2024-04-19 22:24:50,Once,0.9,21200,normal,viernes,normal
4706,2024-04-19 22:27:54,Almagro,0.57,17800,normal,viernes,normal
4707,2024-04-19 22:33:57,Parque Centenario,1.13,21100,normal,viernes,express
4708,2024-04-19 22:36:43,Once,1.7,14400,normal,viernes,normal
4709,2024-04-19 22:41:56,Villa Crespo,0.66,21100,normal,viernes,normal
4710,2024-04-19 22:42:38,Villa Crespo,0.58,16600,normal,viernes,normal
4711,2024-04-19 22:45:07,Chacarita,1.39,13200,normal,viernes,express
4712,2024-04-19 22:48:32,Palermo,2.06,14900,normal,viernes,normal
4713,2024-04-19 23:01:01,Villa Crespo,0.41,19200,normal,viernes,normal
4714,2024-04-19 23:02:47,Colegiales,2.29,28400,normal,viernes,normal
4715,2024-04-19 23:05:32,Villa Crespo,0.53,17800,normal,viernes,express
4716,2024-04-19 23:08:06,Almagro,0.69,18300,normal,viernes,normal
4717,2024-04-19 23:11:23,Caballito,1.97,21900,normal,viernes,normal
4718,2024-04-19 23:14:08,Villa Crespo,0.85,25900,normal,viernes,normal
4719,2024-04-19 23:19:04,Villa Crespo,0.69,16000,normal,viernes,normal
4720,2024-04-19 23:28:17,Paternal,1.52,22400,normal,viernes,normal
4721,2024-04-19 23:34:54,Once,1.46,20400,normal,viernes,normal
4722,2024-04-19 23:41:37,Almagro,0.83,13800,normal,viernes,normal
4723,2024-04-19 23:53:41,Villa Crespo,0.59,25300,normal,viernes,normal
4724,2024-04-20 00:04:40,Caballito,2.0,17400,normal,sabado,express
4725,2024-04-20 00:09:50,Once,1.48,15500,normal,sabado,normal
4726,2024-04-20 00:10:11,Once,1.61,14400,normal,sabado,normal
4727,2024-04-20 00:20:44,Almagro,0.78,25300,normal,sabado,normal
4728,2024-04-20 00:22:57,Chacarita,0.81,18800,normal,sabado,normal
4729,2024-04-20 00:35:00,Colegiales,2.0,19600,normal,sabado,normal
4730,2024-04-20 00:42:37,Paternal,1.29,15900,normal,sabado,normal
4731,2024-04-20 00:48:35,Caballito,1.81,11000,normal,sabado,normal
4732,2024-04-20 01:10:07,Paternal,2.05,14600,normal,sabado,express
4733,2024-04-20 01:14:28,Villa Crespo,0.72,18000,normal,sabado,express
4734,2024-04-20 01:17:53,Villa Crespo,0.3,14500,normal,sabado,normal
4735,2024-04-20 01:21:34,Villa Crespo,0.79,16100,normal,sabado,normal
4736,2024-04-20 01:34:16,Parque Centenario,1.64,11300,normal,sabado,normal
4737,2024-04-20 02:08:18,Villa Ortuzar,1.75,16600,normal,sabado,normal
4738,2024-04-20 04:40:20,Almagro,0.3,25400,normal,sabado,normal
4739,2024-04-20 09:01:42,Palermo,2.75,12100,normal,sabado,normal
4740,2024-04-20 09:20:38,Villa Ortuzar,1.32,16200,normal,sabado,normal
4741,2024-04-20 09:53:37,Caballito,2.17,29900,normal,sabado,normal
4742,2024-04-20 10:22:36,Parque Centenario,1.32,17600,normal,sabado,normal
4743,2024-04-20 11:53:26,Villa Crespo,0.3,18200,normal,sabado,normal
4744,2024-04-20 11:57:26,Villa Crespo,0.3,19100,normal,sabado,normal
4745,2024-04-20 11:58:11,Caballito,1.9,10200,normal,sabado,normal
4746,2024-04-20 11:59:23,Palermo,1.71,15900,normal,sabado,normal
4747,2024-04-20 11:59:57,Villa Crespo,0.3,17800,normal,sabado,normal
4748,2024-04-20 12:11:24,Palermo,2.08,14000,normal,sabado,express
4749,2024-04-20 12:19:29,Palermo,1.79,23800,normal,sabado,normal
4750,2024-04-20 12:31:16,Caballito,1.88,17200,normal,sabado,express
4751,2024-04-20 12:32:26,Villa Crespo,0.3,18900,normal,sabado,normal
4752,2024-04-20 12:32:50,Colegiales,1.78,22800,normal,sabado,normal
4753,2024-04-20 12:33:18,Villa Crespo,0.36,20800,normal,sabado,express
4754,2024-04-20 12:34:28,Caballito,1.93,19500,normal,sabado,normal
4755,2024-04-20 12:44:59,Villa Crespo,0.94,11600,normal,sabado,normal
4756,2024-04-20 12:50:13,Palermo,1.7,16800,normal,sabado,normal
4757,2024-04-20 12:50:47,Paternal,1.04,15700,normal,sabado,normal
4758,2024-04-20 12:52:37,Caballito,2.1,14800,normal,sabado,normal
4759,2024-04-20 12:58:40,Paternal,1.63,26000,normal,sabado,normal
4760,2024-04-20 13:05:49,Once,1.62,15600,normal,sabado,normal
4761,2024-04-20 13:14:48,Colegiales,1.62,13600,normal,sabado,normal
4762,2024-04-20 13:34:23,Paternal,1.2,12100,normal,sabado,express
4763,2024-04-20 13:35:06,Almagro,0.9,20200,normal,sabado,normal
4764,2024-04-20 13:36:11,Villa Ortuzar,1.54,16500,normal,sabado,normal
4765,2024-04-20 13:36:30,Villa Ortuzar,0.81,18600,normal,sabado,normal
4766,2024-04-20 13:40:47,Once,1.54,15000,normal,sabado,normal
4767,2024-04-20 13:42:17,Palermo,2.08,12200,normal,sabado,normal
4768,2024-04-20 13:46:15,Palermo,2.51,14800,normal,sabado,normal
4769,2024-04-20 13:46:24,Paternal,1.53,11100,normal,sabado,normal
4770,2024-04-20 13:47:15,Paternal,1.36,26000,normal,sabado,normal
4771,2024-04-20 13:51:47,Paternal,1.36,12700,normal,sabado,normal
4772,2024-04-20 14:12:26,Colegiales,1.7,30500,normal,sabado,normal
4773,2024-04-20 15:12:15,Palermo,1.84,13800,normal,sabado,normal
4774,2024-04-20 15:25:28,Once,1.11,16000,normal,sabado,normal
4775,2024-04-20 15:31:30,Chacarita,1.21,14700,normal,sabado,normal
4776,2024-04-20 15:40:52,Chacarita,1.57,8200,normal,sabado,normal
4777,2024-04-20 16:00:26,Villa Crespo,0.3,21300,normal,sabado,normal
4778,2024-04-20 16:28:32,Almagro,0.76,19400,normal,sabado,normal
4779,2024-04-20 16:59:40,Chacarita,0.58,15300,normal,sabado,normal
4780,2024-04-20 17:13:19,Chacarita,0.89,23800,normal,sabado,normal
4781,2024-04-20 17:57:47,Once,1.5,16100,normal,sabado,express
4782,2024-04-20 18:03:56,Once,1.19,13300,normal,sabado,normal
4783,2024-04-20 19:05:25,Villa Ortuzar,1.61,19800,normal,sabado,normal
4784,2024-04-20 19:05:35,Once,1.7,21800,normal,sabado,normal
4785,2024-04-20 19:13:34,Caballito,1.89,20100,normal,sabado,normal
4786,2024-04-20 19:23:40,Palermo,1.96,19600,normal,sabado,normal
4787,2024-04-20 19:24:21,Colegiales,2.16,20500,normal,sabado,normal
4788,2024-04-20 19:27:00,Paternal,1.57,20700,normal,sabado,normal
4789,2024-04-20 19:29:28,Villa Crespo,0.3,10000,normal,sabado,normal
4790,2024-04-20 19:30:46,Chacarita,1.02,18900,normal,sabado,normal
4791,2024-04-20 19:31:03,Palermo,2.41,18200,normal,sabado,normal
4792,2024-04-20 19:32:27,Almagro,0.72,12700,normal,sabado,normal
4793,2024-04-20 19:36:38,Almagro,0.55,14900,normal,sabado,normal
4794,2024-04-20 19:49:55,Villa Ortuzar,1.7,15100,normal,sabado,normal
4795,2024-04-20 19:55:06,Caballito,1.88,13300,normal,sabado,normal
4796,2024-04-20 19:57:57,Once,1.5,12200,normal,sabado,normal
4797,2024-04-20 19:59:41,Parque Centenario,1.5,7000,normal,sabado,normal
4798,2024-04-20 19:59:46,Almagro,0.42,11500,normal,sabado,express
4799,2024-04-20 20:00:15,Palermo,2.56,26300,normal,sabado,normal
4800,2024-04-20 20:06:20,Villa Crespo,0.62,16200,normal,sabado,normal
4801,2024-04-20 20:10:06,Palermo,1.98,19300,normal,sabado,normal
4802,2024-04-20 20:14:23,Once,1.28,18900,normal,sabado,normal
4803,2024-04-20 20:26:22,Colegiales,1.63,19500,normal,sabado,normal
4804,2024-04-20 20:27:13,Once,1.78,18400,normal,sabado,normal
4805,2024-04-20 20:31:23,Palermo,1.79,15300,normal,sabado,normal
4806,2024-04-20 20:35:26,Colegiales,1.46,19700,normal,sabado,normal
4807,2024-04-20 20:38:47,Palermo,1.95,12800,normal,sabado,normal
4808,2024-04-20 20:46:22,Once,1.54,21500,normal,sabado,normal
4809,2024-04-20 20:50:26,Chacarita,0.89,19800,normal,sabado,normal
4810,2024-04-20 20:55:12,Chacarita,1.28,11100,normal,sabado,normal
4811,2024-04-20 20:58:41,Palermo,2.79,20100,normal,sabado,express
4812,2024-04-20 21:01:04,Colegiales,1.64,16600,normal,sabado,normal
4813,2024-04-20 21:03:18,Chacarita,1.33,23000,normal,sabado,normal
4814,2024-04-20 21:08:40,Paternal,0.88,9000,normal,sabado,express
4815,2024-04-20 21:15:55,Palermo,2.53,14000,normal,sabado,normal
4816,2024-04-20 21:16:02,Paternal,1.37,24200,normal,sabado,normal
4817,2024-04-20 21:24:12,Almagro,0.46,9700,normal,sabado,express
4818,2024-04-20 21:26:28,Caballito,2.01,12500,normal,sabado,normal
